fastq,expected_md5_checksum,actual_md5_checksum,md5_matches
CRR710944.fq.gz,20c831f59078c9c63aeaf3661fc18ada,20c831f59078c9c63aeaf3661fc18ada,True
CRR710945.fq.gz,3f28d6661e17cb87235d6b0cdbce1d0a,3f28d6661e17cb87235d6b0cdbce1d0a,True
CRR710946.fq.gz,3e8b627106d413daf803c2e232a6c244,3e8b627106d413daf803c2e232a6c244,True
CRR710947.fq.gz,4edde3052f85fcc9f17badab04129aa2,4edde3052f85fcc9f17badab04129aa2,True
CRR710948.fq.gz,3a1d85880aab77bdca1643aa504343a4,3a1d85880aab77bdca1643aa504343a4,True
CRR710949.fq.gz,2d877b910fcbad13e45690a68ff765c7,2d877b910fcbad13e45690a68ff765c7,True
CRR710950.fq.gz,339086f13466ab7af5068097f3b01571,339086f13466ab7af5068097f3b01571,True
CRR710951.fq.gz,15dea83fc00cbc844adca9f0f9077757,15dea83fc00cbc844adca9f0f9077757,True
CRR710952.fq.gz,5703a03a366564fe276413b1168e577a,5703a03a366564fe276413b1168e577a,True
CRR710953.fq.gz,13614e19737c86c26f3d1c65c47d7194,13614e19737c86c26f3d1c65c47d7194,True
CRR710954.fq.gz,c739cf914de352f9ca98c7914c39479a,c739cf914de352f9ca98c7914c39479a,True
CRR710955.fq.gz,57e61ecce98c1b76949880f4c430b4a6,57e61ecce98c1b76949880f4c430b4a6,True
CRR710956.fq.gz,f5665994d5286dd46cca1126edc6c467,f5665994d5286dd46cca1126edc6c467,True
CRR710957.fq.gz,c1c781ab89822b56a1513809de645d0f,c1c781ab89822b56a1513809de645d0f,True
CRR710958.fq.gz,75b4a891d680270e6c6032fbc29bc17f,75b4a891d680270e6c6032fbc29bc17f,True
CRR710959.fq.gz,30c5addc5254f878353f43da0351a8a8,30c5addc5254f878353f43da0351a8a8,True
CRR710960.fq.gz,81ef7fc9ce3adbb4f1d6704d7bd33eea,81ef7fc9ce3adbb4f1d6704d7bd33eea,True
CRR710961.fq.gz,cc5555916df9dfad3eb67a079c76f0d6,cc5555916df9dfad3eb67a079c76f0d6,True
CRR710962.fq.gz,5939cc5b2e258ffef9b17becd958c554,5939cc5b2e258ffef9b17becd958c554,True
CRR710963.fq.gz,337a6700d430edf0f331356a94de865a,337a6700d430edf0f331356a94de865a,True
CRR710964.fq.gz,2df8b561df1e1a6506081b092777e3eb,2df8b561df1e1a6506081b092777e3eb,True
CRR710965.fq.gz,481c3ce451f5fba87eee40ab6b2177bd,481c3ce451f5fba87eee40ab6b2177bd,True
CRR710966.fq.gz,01f73febdcf23afce79fc730782d9508,01f73febdcf23afce79fc730782d9508,True
CRR710967.fq.gz,4da37aebdba95702c13d9fed6a05c761,4da37aebdba95702c13d9fed6a05c761,True
CRR710968.fq.gz,682dae53f2cc015e607fb2fce3e9f125,682dae53f2cc015e607fb2fce3e9f125,True
CRR710969.fq.gz,7fdd7aea46828f0b04d18c60efe12aa4,7fdd7aea46828f0b04d18c60efe12aa4,True
CRR710970.fq.gz,fc301efcf16d466b3503f58a8f7e1ea9,fc301efcf16d466b3503f58a8f7e1ea9,True
CRR710971.fq.gz,2720770de58ceeda3bb1841d11f8173a,2720770de58ceeda3bb1841d11f8173a,True
CRR710972.fq.gz,ea9e459ff07afea47654c89fd4407cf2,ea9e459ff07afea47654c89fd4407cf2,True
CRR710973.fq.gz,a5ddc88a41350e9bc55861d67678bd41,a5ddc88a41350e9bc55861d67678bd41,True
CRR710974.fq.gz,edda2973a5297991c05409d945c5f649,edda2973a5297991c05409d945c5f649,True
CRR710975.fq.gz,26f9891aecc0362962183f997f8b2068,26f9891aecc0362962183f997f8b2068,True
CRR710976.fq.gz,e6b6c4c5b99a8f35f7d3566a8b89ea96,e6b6c4c5b99a8f35f7d3566a8b89ea96,True
CRR710977.fq.gz,29f5a6340a1550abbb3e50a71e513968,29f5a6340a1550abbb3e50a71e513968,True
CRR710978.fq.gz,0fda89b309033275322ebc91715adb2f,0fda89b309033275322ebc91715adb2f,True
CRR710979.fq.gz,f54e6dd5a8632fb5b9bc2c46d1f1dc17,f54e6dd5a8632fb5b9bc2c46d1f1dc17,True
CRR710980.fq.gz,3abcdd4fd59eaa28d065a0bf9f205d32,3abcdd4fd59eaa28d065a0bf9f205d32,True
CRR710981.fq.gz,572bbb568738e30623ac4a0b3ab9c8fd,572bbb568738e30623ac4a0b3ab9c8fd,True
CRR710982.fq.gz,928973e900d27aa60bb7b71e30097533,928973e900d27aa60bb7b71e30097533,True
CRR710983.fq.gz,db7e395a869afe900aed6dcb9480fe94,db7e395a869afe900aed6dcb9480fe94,True
CRR710984.fq.gz,c4ffb5ce35bba8ffab4803c329abbaa1,c4ffb5ce35bba8ffab4803c329abbaa1,True
CRR710985.fq.gz,7fbff026f4b7dff442706f3a9b0fff63,7fbff026f4b7dff442706f3a9b0fff63,True
CRR710986.fq.gz,cb574fe0848a44baf235fbe54c94dc9c,cb574fe0848a44baf235fbe54c94dc9c,True
CRR710987.fq.gz,809800717381466e4e3def8527279514,809800717381466e4e3def8527279514,True
CRR710988.fq.gz,14649cdba7a6d799eea8ce011302bf86,14649cdba7a6d799eea8ce011302bf86,True
CRR710989.fq.gz,a028e38a5033d79c243f1c81a2bcfd6f,a028e38a5033d79c243f1c81a2bcfd6f,True
CRR710990.fq.gz,0e158cf7441f919a8ed0943ca6227615,0e158cf7441f919a8ed0943ca6227615,True
CRR710991.fq.gz,13be48ad3abd8316cf9f76a7740f3bd8,13be48ad3abd8316cf9f76a7740f3bd8,True
CRR710992.fq.gz,3515e06bafba5e67be483b17de6bfdd9,3515e06bafba5e67be483b17de6bfdd9,True
CRR710993.fq.gz,4e3b48a4f65d133e3997eab5f52aad94,4e3b48a4f65d133e3997eab5f52aad94,True
CRR710994.fq.gz,b670b39cf26077af91452d08cfa61443,b670b39cf26077af91452d08cfa61443,True
CRR710995.fq.gz,bf9bbb0769bb47c9c161e7199d38a664,bf9bbb0769bb47c9c161e7199d38a664,True
CRR710996.fq.gz,aacf5643df8f70a485522e87a2a7efca,aacf5643df8f70a485522e87a2a7efca,True
CRR710997.fq.gz,c50d568afcc8c984524ce195ab51d834,c50d568afcc8c984524ce195ab51d834,True
CRR710998.fq.gz,7c412852038c9cec277396a590455f84,7c412852038c9cec277396a590455f84,True
CRR710999.fq.gz,489b8fe2bf707748a0aeb463be5b5f3a,489b8fe2bf707748a0aeb463be5b5f3a,True
CRR711000_f1.fq.gz,dd02cabc279822f6533a8bcedafa6318,dd02cabc279822f6533a8bcedafa6318,True
CRR711000_r2.fq.gz,96869f954b2c934b44149bbfe9d8d585,96869f954b2c934b44149bbfe9d8d585,True
CRR711001_f1.fq.gz,b979711537101eeff46cfc6e34339c28,b979711537101eeff46cfc6e34339c28,True
CRR711001_r2.fq.gz,401e3904b7872ce04fbc3c90ad7ea9b0,401e3904b7872ce04fbc3c90ad7ea9b0,True
CRR711002_f1.fq.gz,04cecfa343e880d21f6069bb767d997c,04cecfa343e880d21f6069bb767d997c,True
CRR711002_r2.fq.gz,a041cf775d4cce2db65f5e9b27fe8924,a041cf775d4cce2db65f5e9b27fe8924,True
CRR711003_f1.fq.gz,885d9cba3323bf0886b97c7b0fe392bb,885d9cba3323bf0886b97c7b0fe392bb,True
CRR711003_r2.fq.gz,967488a01581d25583fd2134f8340020,967488a01581d25583fd2134f8340020,True
CRR711004_f1.fq.gz,7256836bfca981963a2e75ccfd7ee409,7256836bfca981963a2e75ccfd7ee409,True
CRR711004_r2.fq.gz,2a84e75a0828c739743cd99131f03acd,2a84e75a0828c739743cd99131f03acd,True
CRR711005_f1.fq.gz,323689b00a891251b2f5be3071aa91f3,323689b00a891251b2f5be3071aa91f3,True
CRR711005_r2.fq.gz,e521d40fea09aefb0a48554339b2b767,e521d40fea09aefb0a48554339b2b767,True
CRR711006_f1.fq.gz,5a2423a6d82e4df80c009899bbc2eb21,5a2423a6d82e4df80c009899bbc2eb21,True
CRR711006_r2.fq.gz,1ae9bc93cf87b8e958dcde73baf9ba96,1ae9bc93cf87b8e958dcde73baf9ba96,True
CRR711007_f1.fq.gz,2994f494639ae5ee37848fcd0c9d0316,2994f494639ae5ee37848fcd0c9d0316,True
CRR711007_r2.fq.gz,113fe17cb8d4e489a9873d4b278717fc,113fe17cb8d4e489a9873d4b278717fc,True
CRR711008_f1.fq.gz,5e4108ea9649c265b41856a39203d339,5e4108ea9649c265b41856a39203d339,True
CRR711008_r2.fq.gz,6a13b675b40308e8512f849541d57f62,6a13b675b40308e8512f849541d57f62,True
CRR711009_f1.fq.gz,e36eb8b89eccb733435f0d3e616c73ec,e36eb8b89eccb733435f0d3e616c73ec,True
CRR711009_r2.fq.gz,3a08c6986597f9b0c6fe6ffd38b05534,3a08c6986597f9b0c6fe6ffd38b05534,True
CRR711010_f1.fq.gz,9808d1d7d706bc62d928235b180efcc4,9808d1d7d706bc62d928235b180efcc4,True
CRR711010_r2.fq.gz,7ffb68e3fd4b4d8f48dbe1c29ea70c80,7ffb68e3fd4b4d8f48dbe1c29ea70c80,True
CRR711011_f1.fq.gz,18153a2168be28daabee1fa06986a9c9,18153a2168be28daabee1fa06986a9c9,True
CRR711011_r2.fq.gz,c7daad68ad0af73acfcaaece22a60bd2,c7daad68ad0af73acfcaaece22a60bd2,True
CRR711012_f1.fq.gz,b22dbf03a8f65356fb41a5435a0055bd,b22dbf03a8f65356fb41a5435a0055bd,True
CRR711012_r2.fq.gz,b07a047a2da661219b452db01e0c1f96,b07a047a2da661219b452db01e0c1f96,True
CRR711013_f1.fq.gz,2d186c9bc545ac28e0fa6325d4ee797b,2d186c9bc545ac28e0fa6325d4ee797b,True
CRR711013_r2.fq.gz,6bd4a879d844fe1c0b778cabc4ee4def,6bd4a879d844fe1c0b778cabc4ee4def,True
CRR711014_f1.fq.gz,cc2b516c6d9907c0298c823b78546550,cc2b516c6d9907c0298c823b78546550,True
CRR711014_r2.fq.gz,ac7c1a03ba8f0c685fc66a8afb824844,ac7c1a03ba8f0c685fc66a8afb824844,True
CRR711015_f1.fq.gz,f6df8c85582480671c9c1fb910db327f,f6df8c85582480671c9c1fb910db327f,True
CRR711015_r2.fq.gz,4aa5cd1aee5670e143897a3322aead39,4aa5cd1aee5670e143897a3322aead39,True
CRR711016_f1.fq.gz,f8d678b9ee0ae45ed9245406a00288f1,f8d678b9ee0ae45ed9245406a00288f1,True
CRR711016_r2.fq.gz,7c70f5246f708022a28b3f187e47ef70,7c70f5246f708022a28b3f187e47ef70,True
CRR711017_f1.fq.gz,ed67c84c889da14d54057b2835d3691d,ed67c84c889da14d54057b2835d3691d,True
CRR711017_r2.fq.gz,baec1960617ba84901c3ae4e45639dff,baec1960617ba84901c3ae4e45639dff,True
CRR711018_f1.fq.gz,6a110e7cd190fb011404285b444f37c8,6a110e7cd190fb011404285b444f37c8,True
CRR711018_r2.fq.gz,4a39c1634180f77684b22d0023a654c6,4a39c1634180f77684b22d0023a654c6,True
CRR711019_f1.fq.gz,548e02a7acd5662f485afc4c3b394037,548e02a7acd5662f485afc4c3b394037,True
CRR711019_r2.fq.gz,a5f816113d85a235a85b8a3a6f63c966,a5f816113d85a235a85b8a3a6f63c966,True
CRR711020_f1.fq.gz,c50bdbd014ee938f8dcaf342dd634ad3,c50bdbd014ee938f8dcaf342dd634ad3,True
CRR711020_r2.fq.gz,e72197d14592c593cbe25f9d4ad9ea1f,e72197d14592c593cbe25f9d4ad9ea1f,True
CRR711021_f1.fq.gz,84afd0671344cbe116df3b5e679720ce,84afd0671344cbe116df3b5e679720ce,True
CRR711021_r2.fq.gz,67293addceeec21bbac4f1e6c55c61f0,67293addceeec21bbac4f1e6c55c61f0,True
CRR711022_f1.fq.gz,3713ce733624ba4fbfa2cf2dfb81b933,3713ce733624ba4fbfa2cf2dfb81b933,True
CRR711022_r2.fq.gz,9c603817a1ef097528d148129b2c13a8,9c603817a1ef097528d148129b2c13a8,True
CRR711023_f1.fq.gz,2331a397d0c2b150d358bf375d937234,2331a397d0c2b150d358bf375d937234,True
CRR711023_r2.fq.gz,bb52d7fa2e662b7aafaef713e609234c,bb52d7fa2e662b7aafaef713e609234c,True
CRR711024_f1.fq.gz,8727e4d9f43b318150f49f485939f3d6,8727e4d9f43b318150f49f485939f3d6,True
CRR711024_r2.fq.gz,fe05c7b6b5b0ca1060873c187a863bd1,fe05c7b6b5b0ca1060873c187a863bd1,True
CRR711025_f1.fq.gz,51427e901ded44d116dd49e34c10c91e,51427e901ded44d116dd49e34c10c91e,True
CRR711025_r2.fq.gz,a831a327cf31068dcfa4786537e7aed7,a831a327cf31068dcfa4786537e7aed7,True
CRR711026_f1.fq.gz,a0ba7cfe36cceae0d93897582d456f0e,a0ba7cfe36cceae0d93897582d456f0e,True
CRR711026_r2.fq.gz,950903358e576e00322bccceebeec694,950903358e576e00322bccceebeec694,True
CRR711027_f1.fq.gz,395fc9e469aac5753df843b414b13a2c,395fc9e469aac5753df843b414b13a2c,True
CRR711027_r2.fq.gz,7d7161f0b746b7b9468ce42a10eb04b8,7d7161f0b746b7b9468ce42a10eb04b8,True
CRR712209.fq.gz,fa57b7c39295c7c90baecccea7f6bd70,fa57b7c39295c7c90baecccea7f6bd70,True
CRR712210.fq.gz,ddf8c8019c484e02e6b30658be65cccb,ddf8c8019c484e02e6b30658be65cccb,True
CRR711029_f1.fq.gz,f500a8cc23c765fac210683c288241b0,f500a8cc23c765fac210683c288241b0,True
CRR711029_r2.fq.gz,2b889f4f7a4dd4810d294b3b3932d50b,2b889f4f7a4dd4810d294b3b3932d50b,True
CRR711030_f1.fq.gz,b4cf8f7e3d6e44007f03759c7323f99b,b4cf8f7e3d6e44007f03759c7323f99b,True
CRR711030_r2.fq.gz,82f66606abbc44cf16a5a6b7ee2ac1e4,82f66606abbc44cf16a5a6b7ee2ac1e4,True
CRR711031_f1.fq.gz,0e15f26de7dbb8fa3086f82f23a5e8cf,0e15f26de7dbb8fa3086f82f23a5e8cf,True
CRR711031_r2.fq.gz,844e1b45c63472b9a771d4eebb4e0d80,844e1b45c63472b9a771d4eebb4e0d80,True
CRR711032_f1.fq.gz,75c3120bcdb73cabdf9646301f6e09d7,75c3120bcdb73cabdf9646301f6e09d7,True
CRR711032_r2.fq.gz,d651b6b4461da6ec3858016df291e811,d651b6b4461da6ec3858016df291e811,True
CRR711033_f1.fq.gz,8f617f9848e3cabe53990bd8200461ea,8f617f9848e3cabe53990bd8200461ea,True
CRR711033_r2.fq.gz,de5fafb5ee5224c74a78efbf1aeea145,de5fafb5ee5224c74a78efbf1aeea145,True
CRR711034_f1.fq.gz,7b9db55a2a386af6dd40e42454c91b45,7b9db55a2a386af6dd40e42454c91b45,True
CRR711034_r2.fq.gz,eed6a522017049231d3e051a2945e90f,eed6a522017049231d3e051a2945e90f,True
CRR711035_f1.fq.gz,31a5b0773fb4ec5bcce9803e9ed782cf,31a5b0773fb4ec5bcce9803e9ed782cf,True
CRR711035_r2.fq.gz,34a7ff9ed7c26e785d6feac4be2e500c,34a7ff9ed7c26e785d6feac4be2e500c,True
CRR711036_f1.fq.gz,393a79e94ea44275c664c1a25c855410,393a79e94ea44275c664c1a25c855410,True
CRR711036_r2.fq.gz,1b4e73e6176940e4e29b067f07644db9,1b4e73e6176940e4e29b067f07644db9,True
CRR711037_f1.fq.gz,1178fd4dc66d54a01515c4bd2e555bff,1178fd4dc66d54a01515c4bd2e555bff,True
CRR711037_r2.fq.gz,9273848ffbaa097228e7820f9ae1462b,9273848ffbaa097228e7820f9ae1462b,True
CRR711038_f1.fq.gz,97c4133f7ad45d96a8a7994f2f9885bd,97c4133f7ad45d96a8a7994f2f9885bd,True
CRR711038_r2.fq.gz,04c1f0e64da7bfb5a25bb35870aa5995,04c1f0e64da7bfb5a25bb35870aa5995,True
CRR711039_f1.fq.gz,69bbaebb5f53bab933e88227cddd34d9,69bbaebb5f53bab933e88227cddd34d9,True
CRR711039_r2.fq.gz,1a51206813f9cc5d54b243ea5bcf83fb,1a51206813f9cc5d54b243ea5bcf83fb,True
CRR711040_f1.fq.gz,232e427323ca07b21034ec64a154c693,232e427323ca07b21034ec64a154c693,True
CRR711040_r2.fq.gz,4b62e2fac048e927e7315d7dece21b7b,4b62e2fac048e927e7315d7dece21b7b,True
CRR711041_f1.fq.gz,6ee636e6d4967cf7478397720c6eea40,6ee636e6d4967cf7478397720c6eea40,True
CRR711041_r2.fq.gz,1fbcfa78ab13d058b7351cc47d814c08,1fbcfa78ab13d058b7351cc47d814c08,True
CRR711042_f1.fq.gz,9bf74851e834502c5e79c8b40d06a246,9bf74851e834502c5e79c8b40d06a246,True
CRR711042_r2.fq.gz,c8638abc9b727f2b7f5e6c4c0ab3d83f,c8638abc9b727f2b7f5e6c4c0ab3d83f,True
CRR711043_f1.fq.gz,63d2d6952513ad55504328eccd2c9f32,63d2d6952513ad55504328eccd2c9f32,True
CRR711043_r2.fq.gz,d503bfa56bb6c51960fac80b0c722569,d503bfa56bb6c51960fac80b0c722569,True
CRR711044_f1.fq.gz,c33bf2cb7670d8d83094ac124c5f70d3,c33bf2cb7670d8d83094ac124c5f70d3,True
CRR711044_r2.fq.gz,3e65159aad804d3a4adddf38f98a77e8,3e65159aad804d3a4adddf38f98a77e8,True
CRR711045_f1.fq.gz,c41736e2d47c51005b71abdfad41922c,c41736e2d47c51005b71abdfad41922c,True
CRR711045_r2.fq.gz,a97e527322ba4ae0a2b3cb7aa979d04c,a97e527322ba4ae0a2b3cb7aa979d04c,True
CRR711046_f1.fq.gz,2510785ba475df33165b0a258d0f51a2,2510785ba475df33165b0a258d0f51a2,True
CRR711046_r2.fq.gz,3c3f4b3fc1b37c4284813c9e0c85986b,3c3f4b3fc1b37c4284813c9e0c85986b,True
CRR711047_f1.fq.gz,81eda45881fe6c750fa4ea080c0069bd,81eda45881fe6c750fa4ea080c0069bd,True
CRR711047_r2.fq.gz,ace51ab54fd1c429f23291c6144c8e75,ace51ab54fd1c429f23291c6144c8e75,True
CRR711048_f1.fq.gz,0a95cd48f36daa0c83ce1f83a36070c5,0a95cd48f36daa0c83ce1f83a36070c5,True
CRR711048_r2.fq.gz,a47e69707f4f3c9e62a881be29dd1478,a47e69707f4f3c9e62a881be29dd1478,True
CRR711049_f1.fq.gz,0aa1240e0f8a5dc1b91396032559c75e,0aa1240e0f8a5dc1b91396032559c75e,True
CRR711049_r2.fq.gz,79120b7a48c3b724973c70c8e7b2c968,79120b7a48c3b724973c70c8e7b2c968,True
CRR711050_f1.fq.gz,9d08d9b25611529c81226e0077eefa1b,9d08d9b25611529c81226e0077eefa1b,True
CRR711050_r2.fq.gz,58c1dfc8b412a63de8a83016c3c7cbed,58c1dfc8b412a63de8a83016c3c7cbed,True
CRR711051_f1.fq.gz,378cc52e47231435d27e395f6cc315c8,378cc52e47231435d27e395f6cc315c8,True
CRR711051_r2.fq.gz,c7d23d42e69b4bb4df1b85192303ad0d,c7d23d42e69b4bb4df1b85192303ad0d,True
CRR711052_f1.fq.gz,4557310193cfa997c3e02767c30d074b,4557310193cfa997c3e02767c30d074b,True
CRR711052_r2.fq.gz,462873f4c208bd644c13e265ca8a8e3b,462873f4c208bd644c13e265ca8a8e3b,True
CRR711053_f1.fq.gz,4694ac46642d0c5b6de6190134fae298,4694ac46642d0c5b6de6190134fae298,True
CRR711053_r2.fq.gz,1d8222de20e409f14f099519442f6859,1d8222de20e409f14f099519442f6859,True
CRR711054_f1.fq.gz,915e72624423782bcbec575604b75bbe,915e72624423782bcbec575604b75bbe,True
CRR711054_r2.fq.gz,0225314d5fd9d47a55f583749aa7db2f,0225314d5fd9d47a55f583749aa7db2f,True
CRR711055_f1.fq.gz,4cb0ffc4642424e9f114c2f83934ec92,4cb0ffc4642424e9f114c2f83934ec92,True
CRR711055_r2.fq.gz,1d1519a74f7d55d27d35a2f7a6d37e2b,1d1519a74f7d55d27d35a2f7a6d37e2b,True
CRR711056_f1.fq.gz,e4fa0f70536e94e09a42fa5f827c4d13,e4fa0f70536e94e09a42fa5f827c4d13,True
CRR711056_r2.fq.gz,5bd1d595c451765d0448bcf036c015fb,5bd1d595c451765d0448bcf036c015fb,True
CRR711057_f1.fq.gz,0b702a820c6c31d99561ccafdc3c695e,0b702a820c6c31d99561ccafdc3c695e,True
CRR711057_r2.fq.gz,0f769d335c7c00b92a9b0b615aa79285,0f769d335c7c00b92a9b0b615aa79285,True
CRR711058_f1.fq.gz,7f3703441ec25ff9187aaac2bb854454,7f3703441ec25ff9187aaac2bb854454,True
CRR711058_r2.fq.gz,97b4422997fc0a832b6b39af1b64f88f,97b4422997fc0a832b6b39af1b64f88f,True
CRR711059_f1.fq.gz,7d0cf03a66b24a3444dd5926db6a6e13,7d0cf03a66b24a3444dd5926db6a6e13,True
CRR711059_r2.fq.gz,ed5513fea5b573330102188d53064a73,ed5513fea5b573330102188d53064a73,True
